window_size,run_id,scenario,player_id,total_cost_ma,total_cost_waterfall,total_cost_oracle,delta_total_vs_waterfall,delta_total_vs_oracle
12,7,late_relaxed,9,15.147731168015152,13.909496384561084,9.935039112521013,1.2382347834540681,5.21269205549414
12,7,late_relaxed,10,8.266360950856166,7.792708432021456,5.751611281543904,0.4736525188347098,2.5147496693122617
12,7,late_relaxed,11,12.172935563222607,11.873060293430692,10.38909996627231,0.29987526979191514,1.783835596950297
12,7,late_relaxed,12,10.766546853606144,12.376927881613424,7.385859741060544,-1.6103810280072803,3.3806871125455995
12,7,late_relaxed,13,10.900616203263455,8.6821978782084,6.5876160999762385,2.2184183250550547,4.313000103287217
12,7,late_relaxed,14,10.346060014814903,10.36754129162175,6.155699646267882,-0.021481276806847305,4.1903603685470205
12,7,late_relaxed,15,10.016916591789188,8.658532284087551,7.809546186268848,1.3583843077016375,2.207370405520341
12,7,late_relaxed,16,9.545899898522434,8.294316487430867,6.054927528334213,1.2515834110915662,3.4909723701882207
12,7,late_relaxed,17,9.5353529661858,7.971650896924278,5.753861612573618,1.563702069261521,3.7814913536121812
12,7,late_relaxed,18,7.86644033958285,6.916361660052324,5.173747384846105,0.9500786795305256,2.692692954736745
12,7,late_relaxed,19,9.773436060744633,7.501221416564465,5.759870361468206,2.272214644180168,4.013565699276427
12,7,late_relaxed,20,8.920559052510477,9.45859590519859,6.294577471875122,-0.5380368526881139,2.6259815806353544
12,7,low_start_wide,1,14.680762779847159,12.529038963545341,10.578695310385232,2.1517238163018177,4.102067469461927
12,7,low_start_wide,2,14.906355029948106,13.539138565322153,11.250477023232618,1.3672164646259528,3.655878006715488
12,7,low_start_wide,3,14.519438469020988,12.903211657889166,10.817556519722848,1.6162268111318223,3.7018819492981407
12,7,low_start_wide,4,16.954132989677607,13.805533231829465,12.064044352569574,3.1485997578481424,4.8900886371080325
12,7,low_start_wide,5,19.840272001092817,18.367505510665595,15.636519629981988,1.4727664904272224,4.203752371110829
12,7,low_start_wide,6,14.182534025775732,12.84593674062291,10.695302135506967,1.3365972851528216,3.487231890268765
12,7,low_start_wide,7,20.139648345413406,17.73540264492728,16.09398508320959,2.4042457004861255,4.045663262203817
12,7,low_start_wide,8,17.31420422045452,15.580246926203149,11.854520953261606,1.733957294251372,5.459683267192915
12,7,low_start_wide,9,24.550253199564402,22.08824040855783,14.769160148154938,2.462012791006572,9.781093051409464
12,7,low_start_wide,10,13.904381782062737,12.312104480882066,10.204591599569104,1.5922773011806708,3.699790182493633
