params,score
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 100}",0.29046
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 100}",0.29406
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 100}",0.29882
"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.28377
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.28426
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.29201
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.29626
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 100}",0.28551
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 100}",0.29244
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 100}",0.29359
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""n_estimators"": 100}",0.2995
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 100}",0.28196
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 100}",0.28546
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 100}",0.29238
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 100}",0.29811
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.28773
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.28498
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.29128
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 100}",0.29866
"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.28718
"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.28958
"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.29514
"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.3016
"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.28484
"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.28717
"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.29598
"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.30001
"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.2858
"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.28415
"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.2895
"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.29567
"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.2889
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.29071
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.29633
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.30017
"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.28793
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.28903
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.29374
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.29909
"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.2875
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.28652
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.29027
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.29502
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.28967
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.28852
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.29394
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""n_estimators"": 200}",0.29954
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.28331
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.28703
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.29208
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 200}",0.29925
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.28801
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.2845
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.29068
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 200}",0.29353
"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.28678
"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.28894
"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.29487
"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.29936
"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.28336
"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.28712
"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.29335
"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.29879
"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.28396
"{""max_depth"": null, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.28462
"{""max_depth"": null, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.29112
"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.29426
"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.28817
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.291
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.29445
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.30192
"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.28712
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.28765
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.29242
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.3013
"{""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.28766
"{""max_depth"": 10, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.28537
"{""max_depth"": 10, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.2904
"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.29502
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.28629
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.28778
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.29101
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 2, ""n_estimators"": 400}",0.29948
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.28429
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.28864
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.29129
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 400}",0.29805
"{""max_depth"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.28475
"{""max_depth"": 20, ""max_features"": 0.3, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.28713
"{""max_depth"": 20, ""max_features"": 0.5, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.29005
"{""max_depth"": 20, ""max_features"": 0.7, ""min_samples_leaf"": 5, ""n_estimators"": 400}",0.29474
