TRIPID,PERSID,HHID,STOPS,TRIPNO,STARTHOUR,STARTIME,ARRHOUR,ARRTIME,TRAVTIME,TRIPTIME,WAITIME,CUMDIST,ORIGPLACE2,ORIGPURP2,DESTPLACE2,DESTPURP2,TRIPPURP,LINKMODE,DIST_GRP,Time_Grp,TIME1
Y15H1710124P01T01,Y15H1710124P01,Y15H1710124,1,1,8,480,8,520,40,40,0,33.76,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,40 - 44,40
Y15H1710124P01T02,Y15H1710124P01,Y15H1710124,1,2,18,1080,18,1125,45,45,0,33.76,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,45 - 49,45
Y15H1720404P01T01,Y15H1720404P01,Y15H1720404,1,1,8,480,8,494,14,14,0,6.78,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,10. - 14.,14
Y15H1720404P01T02,Y15H1720404P01,Y15H1720404,1,2,18,1110,18,1119,9,9,0,6.78,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,5. - 9.,9
Y15H1720433P01T01,Y15H1720433P01,Y15H1720433,1,1,11,660,11,665,5,5,0,1.09,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y15H1720433P01T02,Y15H1720433P01,Y15H1720433,1,2,19,1180,19,1185,5,5,0,1.09,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y15H1730117P02T01,Y15H1730117P02,Y15H1730117,1,1,12,720,12,735,15,15,0,3.96,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y15H1730117P02T02,Y15H1730117P02,Y15H1730117,1,2,18,1080,18,1095,15,15,0,3.96,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y15H1730232P02T01,Y15H1730232P02,Y15H1730232,1,1,9,570,10,600,30,30,0,10.56,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,30 - 34,30
Y15H1730232P02T02,Y15H1730232P02,Y15H1730232,1,2,18,1125,19,1160,35,35,0,10.56,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,35 - 39,35
Y15H1730436P02T01,Y15H1730436P02,Y15H1730436,1,1,8,495,9,570,75,75,0,24.77,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,70 - 79,75
Y15H1730436P02T02,Y15H1730436P02,Y15H1730436,1,2,18,1110,19,1180,70,70,0,24.77,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,70 - 79,70
Y15H1740109P02T01,Y15H1740109P02,Y15H1740109,1,1,8,480,8,510,30,30,0,11.75,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y15H1740109P02T02,Y15H1740109P02,Y15H1740109,1,2,17,1065,18,1095,30,30,0,11.75,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y15H1740337P01T01,Y15H1740337P01,Y15H1740337,1,1,11,660,11,690,30,30,0,4.35,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,30 - 34,30
Y15H1740337P01T02,Y15H1740337P01,Y15H1740337,1,2,18,1090,18,1110,20,20,0,4.35,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,20 - 24,20
Y15H1740436P01T01,Y15H1740436P01,Y15H1740436,1,1,8,480,8,530,50,50,0,20.51,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,50 - 54,50
Y15H1740436P01T02,Y15H1740436P01,Y15H1740436,1,2,18,1095,18,1130,35,35,0,20.51,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,35 - 39,35
Y15H1741012P02T01,Y15H1741012P02,Y15H1741012,1,1,9,570,9,590,20,20,0,1.36,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,20 - 24,20
Y15H1741012P02T02,Y15H1741012P02,Y15H1741012,1,2,18,1110,18,1120,10,10,0,1.36,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,10. - 14.,10
Y15H1741026P01T01,Y15H1741026P01,Y15H1741026,1,1,10,600,10,610,10,10,0,6.19,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,10. - 14.,10
Y15H1741026P01T02,Y15H1741026P01,Y15H1741026,1,2,20,1245,21,1260,15,15,0,6.19,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,15 - 19,15
Y15H1760220P01T01,Y15H1760220P01,Y15H1760220,1,1,8,520,9,560,40,40,0,16.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,40 - 44,40
Y15H1760220P01T02,Y15H1760220P01,Y15H1760220,1,2,20,1200,20,1230,30,30,0,16.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,30 - 34,30
Y15H1760309P03T01,Y15H1760309P03,Y15H1760309,1,1,8,500,8,530,30,30,0,4.09,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,30 - 34,30
Y15H1760309P03T02,Y15H1760309P03,Y15H1760309,1,2,17,1050,18,1080,30,30,0,4.09,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,30 - 34,30
Y15H1761031P02T01,Y15H1761031P02,Y15H1761031,1,1,9,585,9,598,13,13,0,6.17,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,10. - 14.,13
Y15H1761031P02T02,Y15H1761031P02,Y15H1761031,1,2,18,1080,18,1095,15,15,0,6.17,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,15 - 19,15
Y15H1780115P02T01,Y15H1780115P02,Y15H1780115,1,1,10,615,10,625,10,10,0,1.44,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,10. - 14.,10
Y15H1780115P02T02,Y15H1780115P02,Y15H1780115,1,2,18,1085,18,1095,10,10,0,1.44,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,10. - 14.,10
Y15H1780209P01T01,Y15H1780209P01,Y15H1780209,1,1,8,510,8,520,10,10,0,2.08,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y15H1780209P01T02,Y15H1780209P01,Y15H1780209,1,2,18,1080,18,1090,10,10,0,2.08,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y15H1790118P01T01,Y15H1790118P01,Y15H1790118,1,1,8,485,8,495,10,10,0,10.78,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,10. - 14.,10
Y15H1790118P01T02,Y15H1790118P01,Y15H1790118,1,2,18,1080,18,1100,20,20,0,10.78,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,20 - 24,20
Y16H1800317P01T01,Y16H1800317P01,Y16H1800317,1,1,8,510,8,520,10,10,0,3.81,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y16H1800317P01T02,Y16H1800317P01,Y16H1800317,1,2,18,1080,18,1090,10,10,0,3.81,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y16H1800319P01T01,Y16H1800319P01,Y16H1800319,1,1,8,480,8,500,20,20,0,4.05,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,20 - 24,20
Y16H1800319P01T02,Y16H1800319P01,Y16H1800319,1,2,17,1050,18,1080,30,30,0,4.05,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,30 - 34,30
Y16H1801026P01T01,Y16H1801026P01,Y16H1801026,1,1,11,660,11,680,20,20,0,8.42,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,20 - 24,20
Y16H1801026P01T02,Y16H1801026P01,Y16H1801026,1,2,17,1050,17,1065,15,15,0,8.42,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,15 - 19,15
Y16H1810240P01T01,Y16H1810240P01,Y16H1810240,1,1,8,520,9,540,20,20,0,6.63,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,20 - 24,20
Y16H1810240P01T02,Y16H1810240P01,Y16H1810240,1,2,18,1080,18,1100,20,20,0,6.63,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,20 - 24,20
Y16H1810532P01T01,Y16H1810532P01,Y16H1810532,1,1,8,480,8,497,17,17,0,13.74,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,15 - 19,17
Y16H1810532P01T02,Y16H1810532P01,Y16H1810532,1,2,17,1050,17,1065,15,15,0,13.74,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,15 - 19,15
Y16H1830405P03T01,Y16H1830405P03,Y16H1830405,1,1,9,540,9,560,20,20,0,13.9,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,20 - 24,20
Y16H1830405P03T02,Y16H1830405P03,Y16H1830405,1,2,17,1050,17,1065,15,15,0,13.9,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,15 - 19,15
Y16H1840109P01T01,Y16H1840109P01,Y16H1840109,1,1,8,480,8,520,40,40,0,11.47,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,40 - 44,40
Y16H1840109P01T02,Y16H1840109P01,Y16H1840109,1,2,20,1230,20,1245,15,15,0,11.47,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,15 - 19,15
Y16H1840430P03T01,Y16H1840430P03,Y16H1840430,2,1,9,540,10,610,70,70,0,22.22,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,70 - 79,60
Y16H1840430P03T02,Y16H1840430P03,Y16H1840430,2,2,19,1170,20,1215,45,45,0,22.22,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,45 - 49,15
Y16H1840524P02T01,Y16H1840524P02,Y16H1840524,1,1,11,690,12,720,30,30,0,22.59,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y16H1840524P02T02,Y16H1840524P02,Y16H1840524,1,2,21,1260,22,1320,60,60,0,22.59,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y16H1840531P03T01,Y16H1840531P03,Y16H1840531,1,1,9,570,10,600,30,30,0,20.39,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y16H1840531P03T02,Y16H1840531P03,Y16H1840531,1,2,18,1080,19,1140,60,60,0,20.39,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y16H1850119P03T01,Y16H1850119P03,Y16H1850119,1,1,10,630,11,690,60,60,0,46.84,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,45 - 49.9,60 - 69,60
Y16H1850119P03T02,Y16H1850119P03,Y16H1850119,1,2,20,1200,21,1260,60,60,0,46.84,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,45 - 49.9,60 - 69,60
Y16H1850129P02T01,Y16H1850129P02,Y16H1850129,1,1,8,480,8,510,30,30,0,15.09,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y16H1850129P02T02,Y16H1850129P02,Y16H1850129,1,2,17,1050,18,1080,30,30,0,15.09,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y16H1850136P01T01,Y16H1850136P01,Y16H1850136,1,1,8,480,8,510,30,30,0,21.63,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y16H1850136P01T02,Y16H1850136P01,Y16H1850136,1,2,17,1050,18,1110,60,60,0,21.63,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y16H1850304P01T01,Y16H1850304P01,Y16H1850304,1,1,8,510,9,540,30,30,0,6.27,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,30 - 34,30
Y16H1850304P01T02,Y16H1850304P01,Y16H1850304,1,2,18,1110,19,1140,30,30,0,6.27,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,30 - 34,30
Y16H1850330P02T01,Y16H1850330P02,Y16H1850330,1,1,9,570,9,585,15,15,0,3.54,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y16H1850330P02T02,Y16H1850330P02,Y16H1850330,1,2,18,1125,19,1140,15,15,0,3.54,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y16H1850433P01T01,Y16H1850433P01,Y16H1850433,1,1,8,480,8,500,20,20,0,4.41,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,20 - 24,20
Y16H1850433P01T02,Y16H1850433P01,Y16H1850433,1,2,18,1100,18,1120,20,20,0,4.41,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,20 - 24,20
Y16H1850530P02T01,Y16H1850530P02,Y16H1850530,1,1,8,480,9,540,60,60,0,17.63,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,60 - 69,60
Y16H1850530P02T02,Y16H1850530P02,Y16H1850530,1,2,18,1080,18,1125,45,45,0,17.63,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,45 - 49,45
Y16H1860129P01T01,Y16H1860129P01,Y16H1860129,1,1,8,480,8,485,5,5,0,1.64,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y16H1860129P01T02,Y16H1860129P01,Y16H1860129,1,2,18,1080,18,1087,7,7,0,1.64,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,7
Y16H1860226P02T01,Y16H1860226P02,Y16H1860226,1,1,8,480,9,540,60,60,0,15.19,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,60 - 69,60
Y16H1860226P02T02,Y16H1860226P02,Y16H1860226,1,2,17,1050,18,1080,30,30,0,15.19,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y16H1860324P01T01,Y16H1860324P01,Y16H1860324,1,1,8,480,8,510,30,30,0,7.79,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,30 - 34,30
Y16H1860324P01T02,Y16H1860324P01,Y16H1860324,1,2,18,1080,18,1125,45,45,0,7.79,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,45 - 49,45
Y16H1870220P01T01,Y16H1870220P01,Y16H1870220,1,1,8,525,8,535,10,10,0,5.11,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,10. - 14.,10
Y16H1870220P01T02,Y16H1870220P01,Y16H1870220,1,2,17,1050,17,1065,15,15,0,5.11,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y16H1870232P02T01,Y16H1870232P02,Y16H1870232,1,1,8,480,8,510,30,30,0,7.94,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,30 - 34,30
Y16H1870232P02T02,Y16H1870232P02,Y16H1870232,1,2,17,1050,17,1072,22,22,0,7.94,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,20 - 24,22
Y16H1870417P01T01,Y16H1870417P01,Y16H1870417,1,1,8,480,8,500,20,20,0,3.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,20 - 24,20
Y16H1870417P01T02,Y16H1870417P01,Y16H1870417,1,2,18,1110,18,1120,10,10,0,3.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y16H1880111P01T01,Y16H1880111P01,Y16H1880111,1,1,8,495,9,540,45,45,0,38.9,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,35 - 39.9,45 - 49,45
Y16H1880111P01T02,Y16H1880111P01,Y16H1880111,1,2,19,1140,19,1190,50,50,0,38.9,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,35 - 39.9,50 - 54,50
Y16H1880136P02T01,Y16H1880136P02,Y16H1880136,1,1,8,480,8,510,30,30,0,35.34,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,35 - 39.9,30 - 34,30
Y16H1880136P02T02,Y16H1880136P02,Y16H1880136,1,2,19,1140,19,1170,30,30,0,35.34,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,35 - 39.9,30 - 34,30
Y16H1880139P02T01,Y16H1880139P02,Y16H1880139,1,1,8,505,8,525,20,20,0,12.25,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,20 - 24,20
Y16H1880139P02T02,Y16H1880139P02,Y16H1880139,1,2,18,1080,18,1095,15,15,0,12.25,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,15 - 19,15
Y16H1880211P03T01,Y16H1880211P03,Y16H1880211,1,1,9,540,9,590,50,50,0,45.2,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,45 - 49.9,50 - 54,50
Y16H1880211P03T02,Y16H1880211P03,Y16H1880211,1,2,18,1080,19,1150,70,70,0,45.2,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,45 - 49.9,70 - 79,70
Y16H1880322P01T01,Y16H1880322P01,Y16H1880322,1,1,8,480,8,485,5,5,0,2.16,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,5. - 9.,5
Y16H1880322P01T02,Y16H1880322P01,Y16H1880322,1,2,18,1135,19,1140,5,5,0,2.16,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,5. - 9.,5
Y16H1890116P01T01,Y16H1890116P01,Y16H1890116,1,1,9,540,9,545,5,5,0,6.57,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,5. - 9.,5
Y16H1890116P01T02,Y16H1890116P01,Y16H1890116,1,2,20,1200,20,1235,35,35,0,6.57,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,35 - 39,35
Y16H1900123P02T01,Y16H1900123P02,Y16H1900123,1,1,10,645,11,660,15,15,0,14.93,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,15 - 19,15
Y16H1900123P02T02,Y16H1900123P02,Y16H1900123,1,2,21,1290,21,1305,15,15,0,14.93,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,15 - 19,15
Y16H1900234P02T01,Y16H1900234P02,Y16H1900234,1,1,10,645,10,655,10,10,0,5.57,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,10. - 14.,10
Y16H1900234P02T02,Y16H1900234P02,Y16H1900234,1,2,19,1185,20,1205,20,20,0,5.57,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y16H1900517P02T01,Y16H1900517P02,Y16H1900517,1,1,8,500,8,525,25,25,0,24.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,25 - 29,25
Y16H1900517P02T02,Y16H1900517P02,Y16H1900517,1,2,17,1050,17,1075,25,25,0,24.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,25 - 29,25
Y16H1910201P03T01,Y16H1910201P03,Y16H1910201,1,1,8,480,9,550,70,70,0,19.74,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,19 - 19.9,70 - 79,70
Y16H1910201P03T02,Y16H1910201P03,Y16H1910201,1,2,19,1155,20,1200,45,45,0,19.74,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,19 - 19.9,45 - 49,45
Y16H1930116P02T01,Y16H1930116P02,Y16H1930116,1,1,8,480,8,490,10,10,0,6.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,10. - 14.,10
Y16H1930116P02T02,Y16H1930116P02,Y16H1930116,1,2,18,1090,18,1100,10,10,0,6.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,10. - 14.,10
Y16H1930201P02T01,Y16H1930201P02,Y16H1930201,1,1,8,510,8,525,15,15,0,4.56,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y16H1930201P02T02,Y16H1930201P02,Y16H1930201,1,2,17,1065,18,1080,15,15,0,4.56,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y16H1930204P01T01,Y16H1930204P01,Y16H1930204,1,1,9,540,9,570,30,30,0,17.47,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,30 - 34,30
Y16H1930204P01T02,Y16H1930204P01,Y16H1930204,1,2,18,1110,19,1140,30,30,0,17.47,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,30 - 34,30
Y16H1930216P02T01,Y16H1930216P02,Y16H1930216,1,1,8,480,8,510,30,30,0,12.53,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,30 - 34,30
Y16H1930216P02T02,Y16H1930216P02,Y16H1930216,1,2,17,1050,18,1095,45,45,0,12.53,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,45 - 49,45
Y16H1930318P01T01,Y16H1930318P01,Y16H1930318,1,1,8,525,9,540,15,15,0,5.09,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y16H1930318P01T02,Y16H1930318P01,Y16H1930318,1,2,18,1080,18,1095,15,15,0,5.09,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y16H1930432P03T01,Y16H1930432P03,Y16H1930432,1,1,8,510,8,530,20,20,0,10.74,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,20 - 24,20
Y16H1930432P03T02,Y16H1930432P03,Y16H1930432,1,2,17,1065,18,1090,25,25,0,10.74,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,25 - 29,25
Y16H1960314P01T01,Y16H1960314P01,Y16H1960314,1,1,8,500,8,510,10,10,0,2.28,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y16H1960314P01T02,Y16H1960314P01,Y16H1960314,1,2,17,1050,17,1065,15,15,0,2.28,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,15 - 19,15
Y16H1970109P02T01,Y16H1970109P02,Y16H1970109,1,1,8,480,8,490,10,10,0,5.38,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,10. - 14.,10
Y16H1970109P02T02,Y16H1970109P02,Y16H1970109,1,2,19,1170,19,1185,15,15,0,5.38,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y16H1970319P01T01,Y16H1970319P01,Y16H1970319,1,1,8,495,9,545,50,50,0,10.82,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,50 - 54,50
Y16H1970319P01T02,Y16H1970319P01,Y16H1970319,1,2,17,1065,18,1110,45,45,0,10.82,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,45 - 49,45
Y16H1970420P01T01,Y16H1970420P01,Y16H1970420,1,1,8,480,8,510,30,30,0,7.65,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,30 - 34,30
Y16H1970420P01T02,Y16H1970420P01,Y16H1970420,1,2,19,1140,19,1160,20,20,0,7.65,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y16H1990118P01T01,Y16H1990118P01,Y16H1990118,1,1,8,500,8,521,21,21,0,16.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,20 - 24,21
Y16H1990118P01T02,Y16H1990118P01,Y16H1990118,1,2,19,1170,19,1188,18,18,0,16.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,15 - 19,18
Y16H1990133P01T01,Y16H1990133P01,Y16H1990133,1,1,8,480,8,500,20,20,0,13.36,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,20 - 24,20
Y16H1990133P01T02,Y16H1990133P01,Y16H1990133,1,2,18,1080,18,1110,30,30,0,13.36,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y16H1990138P03T01,Y16H1990138P03,Y16H1990138,1,1,8,495,8,510,15,15,0,15.03,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,15 - 19,15
Y16H1990138P03T02,Y16H1990138P03,Y16H1990138,1,2,17,1050,18,1080,30,30,0,15.03,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
